true_label,correct,forward_slouch,lean_left,lean_right
correct,0.936046511627907,0.011627906976744186,0.0,0.05232558139534884
forward_slouch,0.0,0.7727272727272727,0.0,0.22727272727272727
lean_left,0.03982300884955752,0.0752212389380531,0.8672566371681416,0.017699115044247787
lean_right,0.07909604519774012,0.3389830508474576,0.005649717514124294,0.576271186440678
